walk,-16604,10,925
walk,-16607,35,925
walk,-16608,51,926
walk,-16608,70,926
walk,-16609,83,926
walk,-16609,93,933
walk,-16609,112,887
walk,-16609,135,835
walk,-16609,153,835
walk,-16609,171,820
walk,-16609,198,767
walk,-16608,215,742
walk,-16608,230,740
walk,-16608,243,740
walk,-16608,256,740
walk,-16608,270,740
walk,-16608,284,740
walk,-16608,298,741
walk,-16608,310,735
walk,-16606,321,707
walk,-16603,339,634
walk,-16600,346,634
walk,-16580,357,584
walk,-16565,362,584
walk,-16552,367,584
walk,-16546,369,584
wait,1
teleport,Harbor Manager Marwa,Pirate Morgun
wait,1
walk,-8694,2219,-9
walk,-8693,2207,26
walk,-8684,2203,37
walk,-8671,2202,88
walk,-8654,2203,109
walk,-8644,2203,157
walk,-8635,2204,157
walk,-8622,2204,95
walk,-8602,2203,1
walk,-8588,2204,3
walk,-8572,2204,0
walk,-8557,2218,0
walk,-8545,2232,1
walk,-8528,2246,7
walk,-8510,2258,11
walk,-8492,2268,12
walk,-8474,2279,8
walk,-8454,2287,10
walk,-8439,2293,12
walk,-8424,2297,24
walk,-8411,2300,46
walk,-8394,2304,62
walk,-8376,2308,68
walk,-8361,2311,76
walk,-8344,2314,74
walk,-8328,2317,65
walk,-8308,2319,64
walk,-8293,2320,71
walk,-8275,2323,69
walk,-8260,2324,69
walk,-8246,2325,81
walk,-8233,2325,96
walk,-8214,2325,101
walk,-8202,2325,110
walk,-8186,2323,126
walk,-8171,2321,147
walk,-8154,2319,165
walk,-8139,2317,176
walk,-8117,2316,173
walk,-8101,2316,182
walk,-8081,2315,186
walk,-8064,2316,201
walk,-8047,2325,222
walk,-8033,2333,247
walk,-8028,2337,259
walk,-8010,2352,234
walk,-7989,2369,208
walk,-7975,2380,210
walk,-7960,2392,195
walk,-7947,2402,201
walk,-7929,2419,180
walk,-7922,2425,216
walk,-7904,2440,180
walk,-7894,2449,179
walk,-7877,2463,151
walk,-7862,2474,171
walk,-7851,2485,175
walk,-7841,2501,177
walk,-7828,2516,179
walk,-7809,2524,180
walk,-7792,2534,180
walk,-7773,2546,180
walk,-7757,2556,180
walk,-7742,2567,180
walk,-7727,2577,180
walk,-7714,2586,180
walk,-7700,2595,180
walk,-7687,2603,180
walk,-7668,2609,180
walk,-7649,2608,180
walk,-7633,2610,180
walk,-7607,2612,180
walk,-7587,2613,180
walk,-7566,2612,180
walk,-7545,2612,182
walk,-7526,2610,180
walk,-7503,2610,180
walk,-7488,2610,180
walk,-7471,2610,180
walk,-7448,2609,180
walk,-7427,2609,180
walk,-7406,2609,180
walk,-7387,2609,180
walk,-7369,2609,180
walk,-7359,2610,180
walk,-7348,2610,180
walk,-7337,2610,180
walk,-7324,2611,180
walk,-7312,2611,180
walk,-7299,2610,180
walk,-7285,2609,180
walk,-7271,2607,179
walk,-7247,2605,163
walk,-7233,2602,167
walk,-7215,2596,167
walk,-7199,2591,176
walk,-7181,2583,179
walk,-7158,2577,179
walk,-7139,2572,180
walk,-7126,2569,180
walk,-7110,2567,180
walk,-7097,2566,180
walk,-7072,2564,180
walk,-7054,2563,180
walk,-7030,2561,186
walk,-7009,2559,206
walk,-6993,2557,226
walk,-6968,2555,210
walk,-6943,2554,213
walk,-6924,2554,230
walk,-6895,2553,230
walk,-6875,2552,249
walk,-6859,2551,260
walk,-6829,2550,271
walk,-6816,2550,311
walk,-6784,2551,250
walk,-6762,2552,242
walk,-6748,2551,250
