walk,4808,149,1380
walk,4787,146,1380
walk,4770,141,1380
walk,4756,131,1377
walk,4742,117,1373
walk,4728,100,1375
walk,4719,89,1376
walk,4717,74,1377
walk,4714,54,1382
walk,4709,35,1386
walk,4696,15,1384
walk,4681,5,1388
walk,4655,-10,1376
walk,4630,-21,1370
walk,4616,-16,1365
walk,4583,6,1244
walk,4563,19,1154
walk,4547,32,1105
walk,4534,49,1060
walk,4523,66,1010
walk,4512,94,971
walk,4515,107,978
walk,4515,128,963
walk,4514,151,932
walk,4511,175,898
walk,4509,190,878
walk,4509,211,850
walk,4509,241,785
walk,4508,264,774
walk,4505,296,790
walk,4503,317,823
walk,4507,331,848
walk,4510,344,875
walk,4510,358,880
walk,4510,384,851
walk,4510,412,824
walk,4506,433,776
walk,4504,454,747
walk,4504,463,743
walk,4503,496,641
walk,4505,510,620
walk,4500,541,599
walk,4495,562,591
walk,4490,584,579
walk,4490,600,587
walk,4487,625,593
walk,4491,644,606
walk,4499,662,578
walk,4513,685,493
walk,4520,700,465
walk,4531,729,363
walk,4528,747,344
walk,4528,772,276
walk,4523,791,231
walk,4518,805,198
walk,4512,820,152
walk,4502,842,89
walk,4496,853,79
walk,4488,867,66
walk,4480,883,54
walk,4469,898,50
walk,4460,910,50
walk,4452,923,48
wait,5000
teleport,Ferry Ticket Seller Chau,Ferry Ticket Seller Hageuk
wait,5000
walk,4129,1222,38
walk,4119,1252,40
walk,4112,1267,46
walk,4105,1279,61
walk,4096,1300,62
walk,4086,1316,69
walk,4075,1332,70
walk,4063,1349,76
walk,4049,1366,65
walk,4029,1387,46
walk,4022,1390,44
walk,4002,1395,31
walk,3977,1392,2
walk,3956,1387,-15
walk,3949,1382,-14
walk,3927,1370,-15
walk,3904,1361,-26
walk,3888,1355,-26
walk,3869,1351,-17
walk,3859,1348,-11
walk,3833,1332,-24
walk,3815,1322,-16
walk,3797,1313,-2
walk,3762,1296,-9
walk,3748,1289,-8
walk,3734,1278,-2
walk,3714,1266,-12
walk,3696,1255,0
walk,3673,1247,0
walk,3648,1249,0
walk,3627,1252,0
walk,3610,1254,0
walk,3587,1257,0
walk,3566,1251,0
walk,3554,1238,1
walk,3537,1221,3
walk,3520,1209,4
walk,3501,1190,7
walk,3497,1178,9
walk,3484,1161,15
walk,3464,1137,18
walk,3452,1125,19
walk,3439,1114,19
walk,3426,1103,16
walk,3410,1089,6
walk,3393,1075,4
walk,3378,1064,3
walk,3355,1048,2
walk,3347,1038,2
walk,3332,1017,0
walk,3309,1044,0
walk,3299,1061,0
walk,3290,1076,0
walk,3284,1088,0
walk,3278,1105,0
walk,3273,1123,0
walk,3263,1144,0
walk,3248,1177,0
walk,3225,1185,0
walk,3185,1196,0
walk,3161,1202,0
walk,3133,1205,0
walk,3117,1206,0
walk,3097,1209,0
walk,3068,1214,0
walk,3044,1216,1
walk,3014,1216,-10
walk,2996,1212,4
walk,2965,1202,-8
walk,2950,1199,-9
walk,2937,1193,-5
walk,2914,1176,-3
walk,2900,1158,-1
walk,2881,1132,-7
walk,2871,1114,-6
walk,2856,1099,-14
walk,2851,1082,0
walk,2836,1060,0
walk,2824,1043,0
walk,2809,1031,5
walk,2788,1026,7
walk,2770,1024,3
walk,2757,1026,16
walk,2749,1029,30
walk,2728,1027,19
walk,2710,1022,21
walk,2703,1018,20
walk,2684,1016,9
walk,2660,1021,-4
walk,2643,1025,-20
walk,2631,1028,-21
walk,2615,1029,-43
walk,2585,1029,-119
walk,2568,1027,-170
walk,2539,1014,-251
walk,2526,989,-278
walk,2509,953,-304
walk,2502,936,-308
walk,2492,915,-304
walk,2484,894,-297
walk,2473,872,-288
walk,2463,847,-264
walk,2458,826,-250
walk,2449,805,-225
walk,2437,779,-201
walk,2427,759,-200
walk,2414,732,-198
walk,2399,704,-214
walk,2388,687,-223
walk,2375,673,-224
walk,2366,661,-225
walk,2350,646,-219
walk,2337,635,-197
walk,2321,624,-180
walk,2306,613,-158
walk,2290,603,-145
walk,2273,594,-141
walk,2241,583,-129
walk,2194,569,-70
walk,2177,565,-57
walk,2158,561,-45
walk,2136,554,-27
walk,2115,546,-22
walk,2099,541,-23
walk,2072,534,-39
walk,2053,527,-56
walk,2042,528,-53
walk,2023,527,-52
walk,2004,526,-61
walk,1984,525,-76
walk,1959,524,-95
walk,1940,518,-89
walk,1927,509,-82
walk,1916,497,-73
walk,1908,481,-58
walk,1897,460,-50
walk,1882,438,-47
walk,1869,411,-43
walk,1866,397,-33
walk,1858,369,-39
walk,1850,341,-36
walk,1847,323,-23
walk,1847,286,-18
walk,1848,262,2
walk,1852,232,-1
walk,1854,218,14
walk,1858,194,15
walk,1860,178,17
walk,1860,162,17
walk,1855,145,17
walk,1846,120,19
walk,1839,104,32
walk,1827,78,60
walk,1815,55,76
walk,1798,32,83
walk,1784,20,85
walk,1768,11,78
walk,1756,1,63
walk,1735,-13,47
walk,1716,-27,22
walk,1698,-39,15
walk,1677,-46,0
walk,1656,-47,-8
walk,1642,-38,-13
walk,1625,-30,-14
walk,1607,-22,-19
walk,1589,-17,-20
walk,1581,-17,-20
wait,5000
teleport,Boat Ticket Seller Salmai,Boat Ticket Seller Rahan
wait,5000
walk,1038,-48,-22
walk,1015,-39,-20
walk,989,-38,-13
walk,971,-33,2
walk,952,-28,2
walk,938,-26,29
walk,929,-25,50
walk,923,-23,61
walk,895,-19,16
walk,876,-16,19
walk,855,-10,9
walk,833,-6,-6
walk,817,0,0
walk,790,12,-1
walk,772,20,-9
walk,750,19,-12
walk,725,25,6
walk,714,29,18
walk,688,39,21
walk,670,40,14
walk,649,46,43
walk,611,60,38
walk,606,59,35
walk,581,61,17
walk,557,57,4
walk,534,54,2
walk,516,50,0
walk,504,48,4
walk,489,46,4
walk,469,45,0
walk,454,47,0
walk,432,48,8
walk,414,48,11
walk,378,47,11
walk,362,47,11
walk,342,47,11
walk,325,47,11
walk,312,47,11
walk,302,46,11
walk,294,25,12
walk,287,8,12
walk,276,-13,16
walk,266,-24,43
walk,252,-50,55
walk,237,-77,32
walk,212,-93,38
walk,195,-101,37
walk,175,-108,28
walk,159,-115,30
walk,131,-125,18
walk,111,-128,18
walk,81,-123,19
walk,62,-114,22
walk,49,-110,36
walk,32,-104,34
walk,22,-100,33
walk,-9,-72,39
walk,-23,-58,32
walk,-36,-39,26
walk,-46,-24,17
