walk,6499,1009,0
walk,6489,1013,0
walk,6482,1018,0
walk,6472,1024,-32
walk,6466,1031,-32
walk,6460,1041,-32
walk,6454,1052,-32
walk,6447,1066,-32
walk,6441,1081,-32
walk,6440,1094,-32
walk,6434,1106,-29
walk,6430,1114,0
walk,6423,1125,0
walk,6415,1134,-6
walk,6403,1135,-6
walk,6388,1135,-6
walk,6373,1136,-6
walk,6359,1136,-6
walk,6344,1137,-6
walk,6328,1136,-6
walk,6315,1137,-6
walk,6301,1138,-6
walk,6285,1138,-6
walk,6269,1139,-6
walk,6253,1140,-6
walk,6236,1141,-6
walk,6219,1144,-6
walk,6203,1147,-5
walk,6186,1149,-1
walk,6168,1151,0
walk,6151,1150,2
walk,6134,1150,-3
walk,6117,1150,-5
walk,6104,1150,-7
walk,6090,1150,-12
walk,6072,1150,-18
walk,6059,1142,-2
walk,6046,1132,14
walk,6037,1121,23
walk,6027,1107,36
walk,6017,1095,56
walk,6004,1081,65
walk,5993,1073,82
walk,5980,1069,88
walk,5966,1066,85
walk,5954,1064,82
walk,5937,1065,78
walk,5921,1064,88
walk,5908,1066,107
walk,5891,1067,87
walk,5880,1068,79
walk,5867,1067,91
walk,5852,1065,113
walk,5841,1062,133
walk,5827,1059,155
walk,5808,1056,178
walk,5794,1054,198
walk,5778,1052,222
walk,5766,1050,252
walk,5747,1052,285
walk,5725,1050,314
walk,5709,1050,342
walk,5690,1051,372
walk,5671,1052,420
walk,5657,1054,453
walk,5640,1055,490
walk,5626,1057,520
walk,5611,1058,544
walk,5593,1058,567
walk,5576,1055,596
walk,5562,1050,623
walk,5547,1042,642
walk,5534,1034,659
walk,5523,1025,681
walk,5514,1014,694
walk,5498,996,684
walk,5480,991,686
walk,5457,987,683
walk,5440,982,681
walk,5422,977,681
walk,5403,970,670
walk,5383,968,657
walk,5363,969,660
walk,5341,969,670
walk,5320,966,682
walk,5304,964,684
walk,5290,956,689
walk,5277,944,690
walk,5264,930,689
walk,5250,917,690
walk,5235,902,690
walk,5224,892,700
walk,5210,879,711
walk,5197,868,714
walk,5185,856,716
walk,5170,839,718
walk,5159,825,734
walk,5148,809,750
walk,5142,791,761
walk,5138,768,771
walk,5134,750,781
walk,5130,731,771
walk,5122,714,755
walk,5112,701,749
walk,5100,687,753
walk,5090,674,770
walk,5083,658,765
walk,5080,640,735
walk,5076,623,682
walk,5061,612,622
walk,5044,600,577
walk,5032,591,565
walk,5018,578,562
walk,5003,565,566
walk,4989,556,571
walk,4973,545,581
walk,4958,537,595
walk,4941,528,613
walk,4924,519,628
walk,4907,507,646
walk,4892,494,676
walk,4880,484,703
walk,4863,478,738
walk,4841,472,784
walk,4820,469,815
walk,4802,469,831
walk,4781,464,841
walk,4762,458,836
walk,4748,454,855
walk,4729,452,859
walk,4705,452,843
walk,4683,457,842
walk,4664,466,818
walk,4647,478,771
walk,4633,488,755
walk,4613,497,715
walk,4594,500,697
walk,4573,504,672
walk,4551,511,649
walk,4531,518,612
walk,4513,525,589
walk,4494,534,583
walk,4469,545,561
walk,4450,565,548
walk,4443,585,543
walk,4449,605,548
walk,4460,623,568
walk,4471,640,598
walk,4486,658,576
walk,4497,672,542
walk,4510,689,481
walk,4518,700,462
walk,4528,720,383
walk,4530,738,357
walk,4527,758,320
walk,4525,780,254
walk,4522,796,221
walk,4513,817,162
walk,4501,840,93
walk,4495,852,80
walk,4487,867,66
walk,4479,882,54
walk,4469,897,50
walk,4459,911,49
walk,4451,923,48
teleport,Ferry Ticket Seller Chau,Ferry Ticket Seller Hageuk
walk,4129,1227,39
walk,4126,1246,41
walk,4120,1270,44
