walk,154,80,243
walk,159,74,243
walk,169,69,243
walk,179,65,243
walk,189,61,243
walk,196,58,250
walk,204,55,243
walk,213,52,243
walk,221,48,243
walk,229,48,244
walk,236,47,244
walk,241,47,224
walk,254,47,147
walk,262,47,139
walk,277,48,42
walk,283,47,27
walk,292,47,11
walk,303,47,11
walk,314,47,11
walk,323,47,13
walk,333,47,11
walk,346,47,11
walk,359,47,11
walk,373,47,11
walk,384,47,11
walk,395,47,11
walk,407,47,11
walk,421,48,11
walk,435,47,8
walk,452,47,1
walk,465,48,1
walk,476,48,5
walk,487,51,9
walk,505,53,7
walk,523,56,5
walk,537,57,3
walk,553,58,4
walk,563,60,7
walk,577,64,12
walk,591,66,18
walk,608,70,29
walk,620,72,31
walk,636,75,35
walk,654,78,28
walk,666,77,20
walk,678,77,20
walk,688,73,22
walk,702,67,13
walk,716,62,1
walk,728,57,-5
walk,737,52,-10
walk,747,48,-16
walk,757,43,-16
walk,768,38,-18
walk,781,33,-22
walk,791,29,-19
walk,807,24,-25
walk,818,22,-27
walk,828,21,-24
walk,840,19,-26
walk,856,17,-32
walk,866,15,-32
walk,877,14,-29
walk,887,14,-27
walk,900,13,-26
walk,912,12,-28
walk,922,11,-27
walk,935,8,-31
walk,946,6,-30
walk,956,3,-30
walk,967,0,-25
walk,980,-5,-22
walk,990,-10,-21
walk,999,-15,-20
walk,1009,-20,-19
walk,1021,-28,-20
walk,1032,-35,-22
walk,1041,-41,-22
walk,1051,-47,-24
walk,1064,-54,-30
walk,1070,-57,-30
wait,50
teleport,Boat Ticket Seller Rahan,Boat Ticket Seller Salmai
wait,50
walk,1604,-6,-21
walk,1619,-4,-18
walk,1633,-3,-17
walk,1641,-2,-15
walk,1652,-1,-10
walk,1659,-1,8
walk,1667,-1,24
walk,1678,-1,28
walk,1692,0,26
walk,1701,0,26
walk,1711,1,33
walk,1719,1,43
walk,1730,3,52
walk,1742,9,49
walk,1753,13,59
walk,1762,18,71
walk,1769,24,77
walk,1780,33,82
walk,1787,40,90
walk,1795,47,94
walk,1807,58,75
walk,1812,65,70
walk,1821,77,62
walk,1827,85,54
walk,1835,99,38
walk,1840,109,28
walk,1847,119,19
walk,1851,129,17
walk,1852,140,17
walk,1854,152,17
walk,1854,164,17
walk,1854,176,17
walk,1856,191,15
walk,1858,205,15
walk,1856,220,12
walk,1853,236,-2
walk,1851,249,0
walk,1850,260,1
walk,1848,275,0
walk,1847,295,-21
walk,1846,309,-22
walk,1846,322,-23
walk,1848,334,-29
walk,1851,352,-39
walk,1857,365,-38
walk,1861,379,-38
walk,1866,389,-31
walk,1872,404,-38
walk,1880,422,-48
walk,1885,435,-49
walk,1890,449,-51
walk,1895,459,-50
walk,1902,473,-56
walk,1907,482,-58
walk,1914,496,-71
walk,1923,507,-80
walk,1934,515,-86
walk,1947,523,-97
walk,1960,527,-95
walk,1973,526,-84
walk,1985,527,-75
walk,1997,529,-64
walk,2006,531,-56
walk,2024,535,-44
walk,2040,539,-43
walk,2049,541,-29
walk,2061,543,-27
walk,2081,548,-30
walk,2089,549,-24
walk,2098,551,-19
walk,2113,554,-20
walk,2129,558,-26
walk,2141,560,-28
walk,2155,563,-43
walk,2168,566,-53
walk,2180,569,-59
walk,2190,572,-68
walk,2207,576,-99
walk,2222,580,-114
walk,2234,584,-120
walk,2253,590,-139
walk,2268,594,-141
walk,2279,600,-142
walk,2295,610,-152
walk,2308,618,-163
walk,2320,626,-183
walk,2330,632,-192
walk,2341,639,-208
walk,2349,647,-222
walk,2362,659,-232
walk,2370,668,-224
walk,2378,677,-224
walk,2386,688,-223
walk,2392,698,-218
walk,2399,710,-206
walk,2406,720,-199
walk,2412,734,-198
walk,2419,746,-197
walk,2425,756,-196
walk,2430,767,-199
walk,2433,776,-199
walk,2439,788,-205
walk,2443,797,-212
walk,2448,809,-227
walk,2453,820,-238
walk,2458,833,-256
walk,2462,843,-261
walk,2467,855,-271
walk,2473,871,-288
walk,2478,882,-296
walk,2482,892,-296
walk,2487,904,-303
walk,2493,916,-304
walk,2499,930,-309
walk,2505,944,-304
walk,2511,955,-303
walk,2516,968,-291
walk,2522,979,-280
walk,2532,996,-272
walk,2539,1007,-256
walk,2548,1015,-232
walk,2553,1019,-203
walk,2565,1031,-173
walk,2576,1040,-132
walk,2585,1045,-96
walk,2598,1048,-55
walk,2611,1044,-30
walk,2638,1036,-7
walk,2655,1031,-1
walk,2681,1024,12
walk,2688,1027,38
walk,2695,1028,64
walk,2721,1032,20
walk,2739,1033,29
walk,2760,1033,14
walk,2790,1035,2
walk,2802,1038,1
walk,2818,1042,1
walk,2829,1051,0
walk,2838,1066,0
walk,2846,1080,0
walk,2853,1096,-11
walk,2862,1106,-13
walk,2874,1115,-4
walk,2881,1126,-4
walk,2889,1136,0
walk,2899,1150,0
walk,2913,1168,0
walk,2922,1179,-3
walk,2934,1191,-5
walk,2954,1202,-14
walk,2971,1212,-7
walk,2988,1218,3
walk,3012,1218,-12
walk,3029,1218,0
walk,3044,1216,1
walk,3065,1214,0
walk,3080,1213,0
walk,3097,1210,0
walk,3114,1210,0
walk,3130,1207,0
walk,3147,1203,0
walk,3166,1198,0
walk,3188,1193,0
walk,3209,1188,0
walk,3228,1185,0
walk,3247,1182,0
