walk,3487,2093,-106
walk,3477,2103,-106
walk,3464,2108,-104
walk,3446,2108,-105
walk,3435,2109,-106
wait,2000
walk,3436,2093,-103
walk,3440,2072,-103
walk,3443,2049,-101
walk,3446,2018,-102
walk,3446,1990,-99
walk,3446,1967,-95
walk,3442,1946,-88
walk,3430,1926,-87
walk,3409,1902,-55
walk,3385,1887,-38
walk,3358,1882,-25
walk,3337,1871,-12
walk,3321,1833,-34
walk,3308,1844,-23
walk,3270,1861,-11
walk,3238,1862,-1
walk,3201,1862,0
walk,3172,1849,0
walk,3170,1831,0
walk,3179,1796,0
walk,3183,1760,0
walk,3187,1725,0
walk,3192,1700,0
walk,3197,1657,0
walk,3204,1631,0
walk,3207,1614,0
walk,3206,1596,2
walk,3200,1585,20
walk,3187,1569,23
walk,3156,1545,0
walk,3143,1522,0
walk,3135,1512,0
walk,3129,1504,0
walk,3118,1485,-57
walk,3107,1466,-58
walk,3096,1448,-58
walk,3079,1427,-31
walk,3070,1413,0
walk,3059,1407,-3
walk,3048,1394,-32
walk,3031,1369,0
walk,3031,1344,3
walk,3032,1328,6
walk,3026,1304,0
walk,3020,1290,10
walk,3010,1269,5
walk,3005,1262,5
walk,2991,1245,-7
walk,2971,1230,-20
walk,2949,1215,-27
walk,2928,1199,-26
walk,2908,1178,-17
walk,2893,1159,-12
walk,2877,1137,-14
walk,2863,1115,-16
walk,2853,1098,-14
walk,2845,1086,0
walk,2838,1066,0
walk,2831,1047,0
walk,2816,1036,1
walk,2805,1023,32
walk,2790,1024,14
walk,2769,1026,3
walk,2752,1031,26
walk,2725,1034,19
walk,2703,1036,47
walk,2693,1035,72
walk,2673,1034,17
walk,2648,1039,2
walk,2625,1039,-13
walk,2603,1038,-59
walk,2593,1038,-85
walk,2580,1036,-125
walk,2563,1028,-174
walk,2545,1015,-239
walk,2533,1001,-269
walk,2520,988,-283
walk,2509,963,-297
walk,2502,946,-305
walk,2493,924,-309
walk,2486,905,-304
walk,2483,892,-297
walk,2480,880,-297
walk,2475,867,-286
walk,2470,854,-269
walk,2462,836,-258
walk,2457,824,-245
walk,2449,809,-227
walk,2441,793,-209
walk,2435,780,-200
walk,2425,758,-196
walk,2417,741,-197
walk,2407,725,-198
walk,2399,711,-206
walk,2389,695,-220
walk,2378,680,-224
walk,2368,665,-223
walk,2352,650,-227
walk,2339,640,-207
walk,2325,629,-188
walk,2314,621,-171
walk,2299,612,-154
walk,2285,605,-145
walk,2268,599,-139
walk,2246,590,-134
walk,2214,580,-109
walk,2189,574,-67
walk,2165,567,-51
walk,2144,562,-30
walk,2124,557,-24
walk,2107,551,-19
walk,2094,548,-22
walk,2072,541,-33
walk,2054,537,-39
walk,2031,534,-46
walk,2015,532,-49
walk,1992,531,-67
walk,1977,530,-82
walk,1960,529,-96
walk,1942,524,-93
walk,1928,518,-84
walk,1912,503,-77
walk,1903,492,-66
walk,1893,474,-58
walk,1884,458,-55
walk,1877,442,-44
walk,1871,424,-45
walk,1864,405,-36
walk,1853,378,-42
walk,1849,360,-39
walk,1846,339,-35
walk,1845,327,-25
walk,1845,304,-21
walk,1844,286,-18
walk,1847,268,1
walk,1849,249,1
walk,1851,232,-1
walk,1854,217,14
walk,1856,198,15
walk,1855,181,16
walk,1855,159,17
walk,1853,150,17
walk,1848,131,17
walk,1841,113,24
walk,1837,99,37
walk,1826,82,57
walk,1812,63,71
walk,1803,52,84
walk,1789,37,88
walk,1776,26,80
walk,1759,15,67
walk,1740,5,51
walk,1728,0,52
walk,1713,-4,36
walk,1695,-4,34
walk,1676,-2,31
walk,1665,-1,23
walk,1645,-3,-14
walk,1629,-4,-17
walk,1614,-7,-19
walk,1595,-12,-23
chat,all,TP Boat Ticket Seller Salmai.Boat Ticket Seller Rahan
walk,1583,-15,-20
wait,2000
teleport,Boat Ticket Seller Salmai,Boat Ticket Seller Rahan
wait,1
walk,1034,-44,-22
walk,1018,-44,-20
walk,992,-40,-16
walk,970,-36,0
walk,948,-31,6
walk,933,-28,38
walk,921,-25,63
walk,907,-22,49
walk,888,-19,18
walk,871,-15,25
walk,858,-11,15
walk,836,-4,-8
walk,819,3,-6
walk,805,11,-5
walk,793,16,-6
walk,780,22,-13
walk,770,28,-13
walk,745,42,-12
walk,728,52,0
walk,707,65,10
walk,694,72,17
walk,679,79,19
walk,659,83,23
walk,641,82,29
walk,615,76,28
walk,600,70,21
walk,590,67,18
walk,575,64,12
walk,560,59,5
walk,536,54,1
walk,512,51,2
walk,498,50,6
walk,483,48,6
walk,462,49,2
walk,446,48,3
walk,435,48,8
walk,425,48,11
walk,411,49,11
walk,398,49,11
walk,387,49,11
walk,376,48,11
walk,356,48,11
walk,339,48,11
walk,320,48,13
walk,293,49,11
walk,278,49,36
walk,267,50,105
walk,262,51,138
walk,245,50,200
walk,242,50,222
walk,227,48,244
walk,207,47,243
walk,191,48,243
walk,173,48,243
walk,163,50,243
walk,162,52,243
walk,157,62,244
walk,156,74,243
walk,154,79,243
walk,150,86,243
stop
